# Experiment IPTS-16012 Run 137848
# Run start time: 2016-02-27T02:27:17.319875666
# Reduction time: Mon Feb 29 11:23:28 2016
# Mantid version: 3.6.20160226.2001
# DataRun   NormRun   TwoTheta(deg)  LambdaMin(A)   LambdaMax(A) Qmin(1/A)    Qmax(1/A)    SF_A         SF_B         PrimaryFrac 
# 137848    137836    1.23318        13.3001        16.7001      0.0080       0.0101       1.0          0.0          0.9840      
# 137849    137837    1.234          10.8096        14.2106      0.0095       0.0125       1.0          0.0          0.9732      
# 137850    137838    1.23378        7.85958        11.2606      0.0120       0.0172       4.3780       -1.187       0.9707      
# 137851    137839    1.23408        4.87003        8.27006      0.0163       0.0277       34.039       -0.000       0.9733      
# 137852    137840    1.41317        2.55002        5.95004      0.0260       0.0607       80.344       0.0008       0.9106      
# 137853    137840    2.77079        2.55002        5.95004      0.0510       0.1191       310.61       0.0073       0.8209      
# 137854    137840    5.45341        2.55002        5.95004      0.1004       0.2344       1395.8       0.0199       0.8081      
# dQ0[1/Angstrom] = 0.0004
# dQ/Q = 0.023
# Q[1/Angstrom] R delta_R Precision
0.0115288688552 0.120466499225 0.0185793508654 0.00066516398367
0.0115865131995 0.13994690159 0.0194829830459 0.000666489803588
0.0116444457655 0.166840039734 0.0216364509113 0.000667822252606
0.0117026679943 0.118792216304 0.0176818461607 0.000669161363869
0.0117611813343 0.115796142097 0.0178980216802 0.000670507170688
0.0118199872409 0.137685752572 0.0183188585927 0.000671859706542
0.0118790871772 0.0818319263485 0.0143811279554 0.000673219005075
0.011938482613 0.0939173591585 0.0156304476578 0.0006745851001
0.0119981750261 0.0945461018315 0.0156462920292 0.0006759580256
0.0120581659012 0.0999291357613 0.0097227304969 0.000677337815728
0.0121184567307 0.102092477536 0.0096723851657 0.000678724504807
0.0121790490144 0.0993798253117 0.00937751404101 0.000680118127331
0.0122399442595 0.0843058494024 0.00842642284951 0.000681518717968
0.0123011439808 0.0612836949498 0.0071536300973 0.000682926311558
0.0123626497007 0.0718349267575 0.00778714610499 0.000684340943115
0.0124244629492 0.0786032823786 0.00980177705166 0.000685762647831
0.0124865852639 0.088922115862 0.0103241770941 0.00068719146107
0.0125490181902 0.0801727881462 0.00930426251031 0.000688627418375
0.0126117632812 0.0768983090865 0.00894503899557 0.000690070555467
0.0126748220976 0.0599004374188 0.00787523198576 0.000691520908245
0.0127381962081 0.0594529735068 0.00778411180142 0.000692978512786
0.0128018871891 0.0644875109896 0.00827277657474 0.00069444340535
0.0128658966251 0.078114769923 0.00897145424097 0.000695915622377
0.0129302261082 0.0550716307757 0.00709958496473 0.000697395200488
0.0129948772387 0.0615276635993 0.00759623332061 0.000698882176491
0.0130598516249 0.0569357804394 0.00705893426633 0.000700376587373
0.0131251508831 0.049128364702 0.00639107702796 0.00070187847031
0.0131907766375 0.0537881456313 0.0065313889847 0.000703387862662
0.0132567305207 0.0624351193866 0.00719092469932 0.000704904801975
0.0133230141733 0.0501543138557 0.00626464648198 0.000706429325985
0.0133896292441 0.0589948032818 0.00685716372326 0.000707961472615
0.0134565773903 0.0452693862053 0.00595060130367 0.000709501279978
0.0135238602773 0.0570927061595 0.00659125863453 0.000711048786378
0.0135914795787 0.0461889370769 0.00573378513771 0.00071260403031
0.0136594369766 0.0365980517375 0.00506648634054 0.000714167050461
0.0137277341615 0.0354770553132 0.00498940634144 0.000715737885714
0.0137963728323 0.0366535815204 0.00502684753257 0.000717316575142
0.0138653546964 0.0350251607614 0.00494022132507 0.000718903158018
0.0139346814699 0.0397067319003 0.00509087644296 0.000720497673808
0.0140043548773 0.031617533642 0.0045356575787 0.000722100162177
0.0140743766516 0.0363794943452 0.00463409657525 0.000723710662988
0.0141447485349 0.0412997306439 0.00506414008797 0.000725329216303
0.0142154722776 0.0420965681787 0.00515407116691 0.000726955862384
0.014286549639 0.0362661109263 0.00469789875127 0.000728590641696
0.0143579823872 0.0398595939291 0.00463125457289 0.000730233594905
0.0144297722991 0.0317931441841 0.00411800931831 0.000731884762879
0.0145019211606 0.0242373897842 0.00358276546642 0.000733544186694
0.0145744307664 0.0336426654228 0.00428506441612 0.000735211907627
0.0146473029202 0.0352691368369 0.0042079216701 0.000736887967165
0.0147205394348 0.0299290045772 0.00377998110013 0.000738572407001
0.014794142132 0.0274276159628 0.00362981042925 0.000740265269036
0.0148681128427 0.0238301605234 0.0034104365182 0.000741966595381
0.0149424534069 0.0299238858927 0.00372006491801 0.000743676428358
0.0150171656739 0.0327880465055 0.00388157256294 0.0007453948105
0.0150922515023 0.0281121238168 0.00351150456508 0.000747121784552
0.0151677127598 0.0283777512013 0.00351076530427 0.000748857393475
0.0152435513236 0.0212253421754 0.00303444295476 0.000750601680443
0.0153197690802 0.0227774285534 0.00308099920172 0.000752354688845
0.0153963679256 0.02041143559 0.00292064662318 0.000754116462289
0.0154733497652 0.0205484732909 0.00285787054164 0.0007558870446
0.0155507165141 0.0248211462751 0.00317629361317 0.000757666479823
0.0156284700966 0.0203113889199 0.00275862623873 0.000759454812223
0.0157066124471 0.0158351956115 0.00238836946412 0.000761252086284
0.0157851455094 0.0198464911706 0.00265694059325 0.000763058346715
0.0158640712369 0.0187180973524 0.00256127725979 0.000764873638449
0.0159433915931 0.0171304735837 0.00249424541297 0.000766698006641
0.0160231085511 0.0165044758603 0.00234813071678 0.000768531496674
0.0161032240938 0.0176493734086 0.00242220984397 0.000770374154158
0.0161837402143 0.0148977638769 0.00212913862238 0.000772226024928
0.0162646589153 0.0150209011024 0.00219040086447 0.000774087155053
0.0163459822099 0.0127345538974 0.00203967066568 0.000775957590828
0.016427712121 0.0173091212815 0.00182899311743 0.000777837378782
0.0165098506816 0.015581376382 0.00161506435832 0.000779726565676
0.016592399935 0.0165937333951 0.00169805350277 0.000781625198505
0.0166753619347 0.0128185580101 0.0014540409014 0.000783533324497
0.0167587387443 0.0167505896072 0.00174105524245 0.00078545099112
0.0168425324381 0.0130569544824 0.00140073558106 0.000787378246075
0.0169267451002 0.0122809397167 0.00134649913334 0.000789315137306
0.0170113788257 0.0133935153531 0.00140135584349 0.000791261712992
0.0170964357199 0.0137579599601 0.00204776985192 0.000793218021557
0.0171819178985 0.0184087261674 0.00243903178086 0.000795184111665
0.017267827488 0.0173508441595 0.00233057143108 0.000797160032223
0.0173541666254 0.0176086884096 0.00231990837888 0.000799145832384
0.0174409374585 0.0176921012108 0.00233656554263 0.000801141561546
0.0175281421458 0.0153527911292 0.00205661840998 0.000803147269354
0.0176157828566 0.0145117068256 0.00201747784673 0.000805163005701
0.0177038617708 0.0134422024496 0.00197096017048 0.000807188820729
0.0177923810797 0.0138005670436 0.00193757732099 0.000809224764833
0.0178813429851 0.0114402061024 0.00165878420633 0.000811270888657
0.0179707497 0.0123125826959 0.00173996752605 0.0008133272431
0.0180606034485 0.0112617825162 0.00166496211816 0.000815393879316
0.0181509064658 0.0130030406874 0.00174622999835 0.000817470848712
0.0182416609981 0.00837552308259 0.00138098339965 0.000819558202956
0.0183328693031 0.0092893638523 0.00134806677945 0.000821655993971
0.0184245336496 0.0112824899115 0.00157049874044 0.000823764273941
0.0185166563178 0.0132152349619 0.00172452245279 0.00082588309531
0.0186092395994 0.00772778564336 0.00127490276387 0.000828012510787
0.0187022857974 0.00870115455485 0.001331298963 0.000830152573341
0.0187957972264 0.00895528323811 0.00140142768378 0.000832303336208
0.0188897762125 0.0112860872058 0.0014995816496 0.000834464852889
0.0189842250936 0.0127156625688 0.00161342825889 0.000836637177153
0.0190791462191 0.00922228938314 0.00131438698472 0.000838820363039
0.0191745419502 0.00916050369621 0.00132884326928 0.000841014464854
0.0192704146599 0.010064919173 0.00138810128771 0.000843219537178
0.0193667667332 0.00812373114091 0.00117887540992 0.000845435634864
0.0194636005669 0.0076027828232 0.00115275252241 0.000847662813038
0.0195609185697 0.00668655348629 0.00105611486521 0.000849901127104
0.0196587231626 0.0074549767776 0.00114172046789 0.000852150632739
0.0197570167784 0.00607546022048 0.00097442227096 0.000854411385903
0.0198558018623 0.00641109991842 0.000971613093132 0.000856683442832
0.0199550808716 0.00792931446912 0.00116825883322 0.000858966860047
0.0200548562759 0.00623304664642 0.000971748297026 0.000861261694347
0.0201551305573 0.00484220891356 0.000890032289263 0.000863568002819
0.0202559062101 0.00737861959642 0.00108226634169 0.000865885842833
0.0203571857412 0.00592569166407 0.0009309617166 0.000868215272047
0.0204589716699 0.00610593642259 0.000933390448282 0.000870556348407
0.0205612665282 0.00667738087854 0.000971619256662 0.000872909130149
0.0206640728609 0.00567520068463 0.000883467179669 0.0008752736758
0.0207673932252 0.00567793016797 0.000876041255951 0.000877650044179
0.0208712301913 0.00635980677338 0.000919295546867 0.0008800382944
0.0209755863422 0.00569103031666 0.000872025615004 0.000882438485872
0.021080464274 0.00529785626587 0.000816526937752 0.000884850678301
0.0211858665953 0.00564050048393 0.000799031699994 0.000887274931693
0.0212917959283 0.00544205381922 0.000803981126512 0.000889711306351
0.0213982549079 0.00484661517016 0.000732188829263 0.000892159862883
0.0215052461825 0.00544122451554 0.000833060739788 0.000894620662197
0.0216127724134 0.00385533499573 0.000646450420353 0.000897093765508
0.0217208362755 0.00490751054254 0.000742659957687 0.000899579234336
0.0218294404568 0.00411901009311 0.00070867165083 0.000902077130507
0.0219385876591 0.00360540936241 0.000605333058584 0.00090458751616
0.0220482805974 0.00420174648075 0.000671521019495 0.000907110453741
0.0221585220004 0.00372104447699 0.000635930828052 0.000909646006009
0.0222693146104 0.00377087521526 0.00059602694265 0.000912194236039
0.0223806611835 0.00469515960068 0.000687017975569 0.00091475520722
0.0224925644894 0.00405755381572 0.00061461512173 0.000917328983256
0.0226050273118 0.00413470871599 0.000639670772111 0.000919915628172
0.0227180524484 0.00461521979969 0.000668231550401 0.000922515206313
0.0228316427106 0.00395332124486 0.000594481252826 0.000925127782344
0.0229458009242 0.00365257644197 0.000579418205274 0.000927753421256
0.0230605299288 0.00451831137138 0.000635319056565 0.000930392188362
0.0231758325784 0.00272289164916 0.000505357719377 0.000933044149304
0.0232917117413 0.00321931094392 0.000530850421227 0.000935709370051
0.0234081703 0.00310313619445 0.00051923017181 0.000938387916901
0.0235252111515 0.00273721008382 0.000467613042565 0.000941079856486
0.0236428372073 0.00258958479582 0.000469300866134 0.000943785255768
0.0237610513933 0.00272592341543 0.000477482991686 0.000946504182047
0.0238798566503 0.00291460683678 0.000487070333383 0.000949236702957
0.0239992559336 0.00280577927143 0.000470378801803 0.000951982886472
0.0241192522132 0.00267693414802 0.000449506238047 0.000954742800904
0.0242398484743 0.00211153988736 0.000415603387904 0.000957516514909
0.0243610477167 0.00235495563999 0.000406594057448 0.000960304097483
0.0244828529552 0.00254515496917 0.000432343607235 0.000963105617971
0.02460526722 0.00238331169314 0.00041651601061 0.000965921146061
0.0247282935561 0.00271306920981 0.000441842892365 0.000968750751791
0.0248519350239 0.00247222844135 0.000418208348302 0.00097159450555
0.024976194699 0.00252705458726 0.000431939814909 0.000974452478078
0.0251010756725 0.00294993034853 0.000453450518595 0.000977324740468
0.0252265810509 0.00213607338224 0.000379564233837 0.00098021136417
0.0253527139561 0.00196445320339 0.000365244537073 0.000983112420991
0.0254794775259 0.00223993570941 0.000391333689125 0.000986027983096
0.0256068749135 0.00238749332813 0.000399335663452 0.000988958123012
0.0257349092881 0.00215493630436 0.000380646981867 0.000991902913627
0.0258635838346 0.0016201494798 0.000319189428042 0.000994862428195
0.0259929017537 0.00224395765351 0.000375991239675 0.000997836740336
0.0261228662625 0.00178569603992 0.000331620484711 0.00100082592404
0.0262534805938 0.00209395009446 0.000205538354036 0.00100383005366
0.0263847479968 0.00209216654283 0.000202000670779 0.00100684920393
0.0265166717368 0.0017437982528 0.000165992184531 0.00100988344995
0.0266492550954 0.0016433676704 0.000171319603754 0.0010129328672
0.0267825013709 0.00179908824233 0.000180476210126 0.00101599753153
0.0269164138778 0.00162934461216 0.00016116708065 0.00101907751919
0.0270509959472 0.00128899208668 0.000142555800903 0.00102217290678
0.0271862509269 0.00132872821994 0.000147843874495 0.00102528377132
0.0273221821815 0.00162755953503 0.000164920301887 0.00102841019018
0.0274587930924 0.00164734772209 0.00016441265992 0.00103155224113
0.0275960870579 0.00170103711686 0.000136555805258 0.00103471000233
0.0277340674932 0.00170226825354 0.000138994245427 0.00103788355234
0.0278727378307 0.00143340302989 0.000121338286416 0.00104107297011
0.0280121015198 0.00156341677299 0.000135872867221 0.00104427833496
0.0281521620274 0.00173509885655 0.000145616782584 0.00104749972663
0.0282929228376 0.00153689583163 0.000132679790667 0.00105073722526
0.0284343874517 0.00159681803139 0.000132722102408 0.00105399091139
0.028576559389 0.00126977727375 0.000113050606522 0.00105726086595
0.0287194421859 0.00162313305292 0.000133964160002 0.00106054717028
0.0288630393969 0.00125207070651 0.000109326081191 0.00106384990613
0.0290073545939 0.00139738478045 0.000115398449936 0.00106716915566
0.0291523913668 0.00151326985662 0.000122942949239 0.00107050500144
0.0292981533237 0.00123351212408 0.000106855680582 0.00107385752644
0.0294446440903 0.00126869643803 0.000106878284021 0.00107722681408
0.0295918673107 0.00134140842951 0.000115402252784 0.00108061294815
0.0297398266473 0.00106834015205 9.54119579005e-05 0.00108401601289
0.0298885257805 0.00116333678783 0.000100180257021 0.00108743609295
0.0300379684094 0.00136760598363 0.000113681719406 0.00109087327342
0.0301881582515 0.00112988256871 9.90826102274e-05 0.00109432763978
0.0303390990427 0.00120695045147 0.000103831141541 0.00109779927798
0.0304907945379 0.000992609281928 8.89309237428e-05 0.00110128827437
0.0306432485106 0.00106171106275 9.52220566453e-05 0.00110479471574
0.0307964647532 0.00091954599232 8.81321784494e-05 0.00110831868932
0.0309504470769 0.00108970322924 9.39063603794e-05 0.00111186028277
0.0311051993123 0.00123189304186 0.000107132432248 0.00111541958418
0.0312607253089 0.00114627942985 9.97741936402e-05 0.0011189966821
0.0314170289354 0.000865408168443 8.17380796428e-05 0.00112259166552
0.0315741140801 0.000997961532093 9.0056667003e-05 0.00112620462384
0.0317319846505 0.00092398625643 8.66253716531e-05 0.00112983564696
0.0318906445738 0.000896424807313 8.13962129153e-05 0.0011334848252
0.0320500977966 0.000916394213478 8.06488505731e-05 0.00113715224932
0.0322103482856 0.000836382745374 7.92381336712e-05 0.00114083801057
0.0323714000271 0.00103047730999 9.41771161992e-05 0.00114454220062
0.0325332570272 0.0011071347789 9.74990201671e-05 0.00114826491163
0.0326959233123 0.000805996290408 7.98242350854e-05 0.00115200623618
0.0328594029289 0.000825831247897 8.25984385255e-05 0.00115576626736
0.0330236999435 0.00081952562564 8.04704425355e-05 0.0011595450987
0.0331888184432 0.000871591339052 8.75217965019e-05 0.00116334282419
0.0333547625355 0.00084235831123 8.23243811878e-05 0.00116715953832
0.0335215363481 0.000788850786824 7.97970978644e-05 0.00117099533601
0.0336891440299 0.000735274152903 7.51935498112e-05 0.00117485031269
0.03385758975 0.000854579980839 8.66808068671e-05 0.00117872456425
0.0340268776988 0.000678810974788 7.09121841325e-05 0.00118261818707
0.0341970120873 0.000687294177117 7.13365818214e-05 0.00118653127801
0.0343679971477 0.00075987023318 7.56015998231e-05 0.0011904639344
0.0345398371334 0.000656641863885 6.62389802546e-05 0.00119441625407
0.0347125363191 0.000680159735153 6.84105479136e-05 0.00119838833534
0.0348860990007 0.000627463446012 6.69333483414e-05 0.00120238027702
0.0350605294957 0.000663088302525 7.24786777041e-05 0.0012063921784
0.0352358321432 0.000627868517718 6.69622712243e-05 0.00121042413929
0.0354120113039 0.000517321442892 6.04159453081e-05 0.00121447625999
0.0355890713604 0.000701091852739 7.19923300608e-05 0.00121854864129
0.0357670167172 0.000687247715404 6.96445098662e-05 0.0012226413845
0.0359458518008 0.000542380748026 6.03839029256e-05 0.00122675459142
0.0361255810598 0.000587215485656 6.4055505242e-05 0.00123088836438
0.0363062089651 0.000584298265654 6.55842878071e-05 0.0012350428062
0.0364877400099 0.000543148178102 6.12736878463e-05 0.00123921802023
0.03667017871 0.000525313031937 6.47713665038e-05 0.00124341411033
0.0368535296035 0.000567295746794 6.25101445647e-05 0.00124763118088
0.0370377972516 0.000471540774614 5.70644317392e-05 0.00125186933679
0.0372229862378 0.000482986290252 5.80853307922e-05 0.00125612868347
0.037409101169 0.000500439931863 5.98843882672e-05 0.00126040932689
0.0375961466749 0.000497116313581 6.02660502666e-05 0.00126471137352
0.0377841274082 0.000508373918175 6.17756756154e-05 0.00126903493039
0.0379730480453 0.000377850079964 5.5280233679e-05 0.00127338010504
0.0381629132855 0.000464706566566 6.13020500897e-05 0.00127774700557
0.0383537278519 0.000500447697517 6.26941867433e-05 0.00128213574059
0.0385454964912 0.000377140722481 5.09651808162e-05 0.0012865464193
0.0387382239736 0.000353668559933 4.82636828774e-05 0.00129097915139
0.0389319150935 0.00040092955501 5.42226233164e-05 0.00129543404715
0.039126574669 0.000381545458306 4.98815698363e-05 0.00129991121739
0.0393222075423 0.000405293352332 5.35484788211e-05 0.00130441077347
0.03951881858 0.000388139532987 5.01977915924e-05 0.00130893282734
0.0397164126729 0.000331737527652 4.79894776002e-05 0.00131347749148
0.0399149947363 0.000318637581737 4.78286196276e-05 0.00131804487893
0.04011456971 0.000285529845412 4.45828811936e-05 0.00132263510333
0.0403151425585 0.000409843285977 5.34258807364e-05 0.00132724827885
0.0405167182713 0.000333689721692 4.60826432608e-05 0.00133188452024
0.0407193018627 0.000367562732605 4.91292847149e-05 0.00133654394284
0.040922898372 0.000311343343223 4.5618823878e-05 0.00134122666256
0.0411275128639 0.000340704596545 4.75557642331e-05 0.00134593279587
0.0413331504282 0.000300918258425 4.36674123337e-05 0.00135066245985
0.0415398161803 0.000354780070957 4.74443472128e-05 0.00135541577215
0.0417475152612 0.000336537806791 4.70203841112e-05 0.00136019285101
0.0419562528375 0.000204215837035 3.78354306535e-05 0.00136499381526
0.0421660341017 0.000223440900073 3.67473275585e-05 0.00136981878434
0.0423768642722 0.00023553312062 3.72566642719e-05 0.00137466787826
0.0425887485936 0.000217648550182 3.65128307733e-05 0.00137954121765
0.0428016923365 0.000249319729867 3.89386210247e-05 0.00138443892374
0.0430157007982 0.000253358947456 3.82127779441e-05 0.00138936111836
0.0432307793022 0.00023139385288 3.9342053914e-05 0.00139430792395
0.0434469331987 0.000205664571503 3.72548906251e-05 0.00139927946357
0.0436641678647 0.000246948147703 3.77721193604e-05 0.00140427586089
0.043882488704 0.000247188604979 3.75769249648e-05 0.00140929724019
0.0441019011476 0.000252794080605 3.95238697493e-05 0.00141434372639
0.0443224106533 0.000228465650817 3.70222900695e-05 0.00141941544503
0.0445440227066 0.000191632515916 3.47963317637e-05 0.00142451252225
0.0447667428201 0.000247049686126 3.74885041088e-05 0.00142963508486
0.0449905765342 0.000232328948361 3.58397662488e-05 0.00143478326029
0.0452155294169 0.000229637397001 3.54230824752e-05 0.00143995717659
0.045441607064 0.000296704496313 4.10919685705e-05 0.00144515696247
0.0456688150993 0.000206360592934 3.52770189546e-05 0.00145038274728
0.0458971591748 0.000154901437845 3.04363575091e-05 0.00145563466102
0.0461266449706 0.00023317229921 3.76538441877e-05 0.00146091283432
0.0463572781955 0.000211310739174 3.60482911994e-05 0.0014662173985
0.0465890645865 0.000229338134103 3.55953089609e-05 0.00147154848549
0.0468220099094 0.000217234073595 3.59433144626e-05 0.00147690622792
0.047056119959 0.000233316253764 3.58775679754e-05 0.00148229075906
0.0472914005588 0.00016551700305 3.05085332348e-05 0.00148770221285
0.0475278575615 0.000183732451586 3.2116924845e-05 0.00149314072392
0.0477654968494 0.000216584235729 3.5756050463e-05 0.00149860642754
0.0480043243336 0.000145535270942 3.08355078e-05 0.00150409945967
0.0482443459553 0.000175311483017 3.26856236015e-05 0.00150961995697
0.048485567685 0.000147898240113 3.15213080775e-05 0.00151516805676
0.0487279955235 0.000188507474279 3.27442278095e-05 0.00152074389704
0.0489716355011 0.00013178003719 2.74481640285e-05 0.00152634761653
0.0492164936786 0.000176406525694 3.08579720407e-05 0.00153197935461
0.049462576147 0.00015494061313 2.91923694916e-05 0.00153763925138
0.0497098890277 0.000131857392695 2.78787848167e-05 0.00154332744764
0.0499584384729 0.000110677531337 2.607772874e-05 0.00154904408488
0.0502082306652 0.000132880168422 2.93124759939e-05 0.0015547893053
0.0504592718186 0.000138661464613 2.83224293247e-05 0.00156056325183
0.0507115681776 0.000143733215633 2.83315534771e-05 0.00156636606809
0.0509651260185 0.000112422073824 2.53246893997e-05 0.00157219789843
0.0512199516486 0.00013403372371 2.71834313246e-05 0.00157805888792
0.0514760514069 0.000127116528459 1.54382943624e-05 0.00158394918236
0.0517334316639 0.000116137064447 1.44365756747e-05 0.00158986892827
0.0519920988222 0.000116579599773 1.50801877869e-05 0.00159581827291
0.0522520593163 0.000128110845516 1.61264199929e-05 0.00160179736428
0.0525133196129 0.000107102560261 1.49038737133e-05 0.0016078063511
0.052775886211 9.03009998174e-05 1.24797167733e-05 0.00161384538285
0.053039765642 0.000105525526198 1.45764921561e-05 0.00161991460977
0.0533049644702 0.000103833269149 1.38029073018e-05 0.00162601418282
0.0535714892926 0.000115294640608 1.46899969242e-05 0.00163214425373
0.0538393467391 9.91183542634e-05 1.35839127169e-05 0.001638304975
0.0541085434728 0.00011431548439 1.53517692211e-05 0.00164449649987
0.0543790861901 0.000119887454216 1.53325522844e-05 0.00165071898237
